class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases
Paladin	Holy	65	Single-Button Assistant	1229376	class-baseline	SpecializationSpells	true	0	Rotational									
Paladin	Holy	65	Summon Charger	23214	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Darkforge Ram	270562	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Dawnforge Ram	270564	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Exarch's Elekk	73629	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Great Exarch's Elekk	73630	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Great Sunwalker Kodo	69826	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Lightforged Ruinstrider	363613	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Sunwalker Kodo	69820	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Thalassian Charger	34767	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Thalassian Warhorse	34769	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Summon Warhorse	13819	class-baseline	SkillLineAbility:800	true	0	Rotational									
Paladin	Holy	65	Word of Glory	85673	class-baseline	SkillLineAbility:800	true	0	Rotational						Essential	Rotational 7	cdm-only:CooldownSetSpell	
Paladin	Holy	65	Searing Glare	410126	pvp-talent	PvpTalent	true	60	Cooldown									
Paladin	Holy	65	Blessing of Spellwarding	204018	pvp-talent	PvpTalent	true	1.5	Rotational						Utility		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Cleanse the Weak	199330	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Darkest before the Dawn	210378	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Denounce	2812	pvp-talent	PvpTalent	true	0	Rotational									
Paladin	Holy	65	Divine Plea	415244	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Divine Vision	199324	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Luminescence	556606	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Shining Revelation	936051	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Spellbreaker	469895	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Spreading the Word	199456	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	Ultimate Sacrifice	199452	pvp-talent	PvpTalent	false	0	Rotational									
Paladin	Holy	65	A Just Reward	469411	talent-passive	TraitNodeEntry	false	0	Rotational	class		103858	128254	2				
Paladin	Holy	65	Afterimage	385414	talent-passive	TraitNodeEntry	false	0	Rotational	class		81613	102601	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Armory of Light	1277443	talent-passive	TraitNodeEntry	false	0	Rotational	class		110092	136593	1				
Paladin	Holy	65	Auras of the Resolute	385633	talent-passive	TraitNodeEntry	false	0	Rotational	class		81600	102587	1				
Paladin	Holy	65	Aurora	439760	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95069	117666	1				
Paladin	Holy	65	Authoritative Rebuke	469886	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95232	117879	1				
Paladin	Holy	65	Awakening	414195	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81592	116205	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Awestruck	417855	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81564	102544	1				
Paladin	Holy	65	Beacon of the Lightbringer	197446	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81568	102549	1				
Paladin	Holy	65	Beacon of the Savior	1244878	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110417	137019	1			talent-passive:TraitNodeEntry	
Paladin	Holy	65	Bestow Light	448040	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81560	102539	1				
Paladin	Holy	65	Blessed Assurance	433015	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95235	117883	1				
Paladin	Holy	65	Blessed Calling	469770	talent-passive	TraitNodeEntry	false	0	Rotational	class		103868	128264	1				
Paladin	Holy	65	Blessing of An'she	445200	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95071	117668	1				
Paladin	Holy	65	Blessing of Dawn	183416	talent-passive	TraitNodeEntry	false	0	Rotational	class		93357	115673	1				
Paladin	Holy	65	Blessing of Dusk	1241945	talent-passive	TraitNodeEntry	false	0	Rotational	class		103863	128259	1				
Paladin	Holy	65	Blessing of the Forge	433011	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95230	117875	1				
Paladin	Holy	65	Born in Sunlight	1263920	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	109749	136007	1				
Paladin	Holy	65	Breaking Dawn	387879	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81583	102567	2				
Paladin	Holy	65	Brought to Light	1265549	talent-passive	TraitNodeEntry	false	0	Rotational	class		109998	136486	1				
Paladin	Holy	65	Call of the Righteous	1241511	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81587	102572	2				
Paladin	Holy	65	Cavalier	230332	talent-passive	TraitNodeEntry	false	0	Rotational	class		81605	102592	1				
Paladin	Holy	65	Commanding Light	387781	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81580	102564	1				
Paladin	Holy	65	Consecrated Ground	204054	talent-passive	TraitNodeEntry	false	0	Rotational	class		81543	102518	1				
Paladin	Holy	65	Crusader's Might	196926	talent-passive	TraitNodeEntry	false	0	Rotational	spec		102502	136574	1				
Paladin	Holy	65	Dawnlight	431377	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95099	117696	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Divine Favor	1270916	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81570	102551	1				
Paladin	Holy	65	Divine Glimpse	387805	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81585	102570	1				
Paladin	Holy	65	Divine Guidance	433106	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95235	117884	1				
Paladin	Holy	65	Divine Inspiration	432964	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95231	117877	1				
Paladin	Holy	65	Divine Overload	1271077	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81589	102574	1				
Paladin	Holy	65	Divine Purpose	223817	talent-passive	TraitNodeEntry	false	0	Rotational	class		93191	128246	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Divine Reach	469476	talent-passive	TraitNodeEntry	false	0	Rotational	class		93168	115447	1				
Paladin	Holy	65	Divine Resonance	386738	talent-passive	TraitNodeEntry	false	0	Rotational	class		93180	115466	1	Other		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Divine Revelations	387808	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81578	102562	1				
Paladin	Holy	65	Divine Spurs	469409	talent-passive	TraitNodeEntry	false	0	Rotational	class		103857	128253	1				
Paladin	Holy	65	Echoing Blessings	387801	talent-passive	TraitNodeEntry	false	0	Rotational	class		93520	115872	1				
Paladin	Holy	65	Empyreal Ward	387791	talent-passive	TraitNodeEntry	false	0	Rotational	class		103859	128255	1				
Paladin	Holy	65	Empyrean Legacy	1241358	talent-passive	TraitNodeEntry	false	0	Rotational	spec		103831	102576	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Endless Gleam	1263787	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	109748	136006	1				
Paladin	Holy	65	Extrication	461278	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81590	102575	1				
Paladin	Holy	65	Eye for an Eye	469309	talent-passive	TraitNodeEntry	false	0	Rotational	class		81628	102620	1				
Paladin	Holy	65	Faith's Armor	406101	talent-passive	TraitNodeEntry	false	0	Rotational	class		81495	102464	1				
Paladin	Holy	65	Fear No Evil	1265541	talent-passive	TraitNodeEntry	false	0	Rotational	class		109997	136485	1				
Paladin	Holy	65	Fist of Justice	234299	talent-passive	TraitNodeEntry	false	0	Rotational	class		109999	136487	1				
Paladin	Holy	65	Forewarning	432804	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95231	117876	1				
Paladin	Holy	65	Gleaming Rays	431480	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95073	117778	1				
Paladin	Holy	65	Glistening Radiance	1241805	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81576	102559	1				
Paladin	Holy	65	Glorious Dawn	461246	talent-passive	TraitNodeEntry	false	0	Rotational	spec		93521	115873	1				
Paladin	Holy	65	Golden Path	377128	talent-passive	TraitNodeEntry	false	0	Rotational	class		103856	128252	1				
Paladin	Holy	65	Greater Judgment	231644	talent-passive	TraitNodeEntry	false	0	Rotational	class		92220	114292	1				
Paladin	Holy	65	Guided Prayer	404357	talent-passive	TraitNodeEntry	false	0	Rotational	class		110012	136503	1				
Paladin	Holy	65	Hammer and Anvil	433718	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	109743	136001	1				
Paladin	Holy	65	Hand of Divinity	1242008	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81588	133501	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Holy Aegis	385515	talent-passive	TraitNodeEntry	false	0	Rotational	class		81609	102597	1				
Paladin	Holy	65	Holy Reprieve	469445	talent-passive	TraitNodeEntry	false	0	Rotational	class		103860	128256	1				
Paladin	Holy	65	Holy Ritual	199422	talent-passive	TraitNodeEntry	false	0	Rotational	class		103866	128262	1				
Paladin	Holy	65	Illumine	431423	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95098	117695	1				
Paladin	Holy	65	Imbued Infusions	392961	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81557	102536	1				
Paladin	Holy	65	Improved Blessing of Protection	384909	talent-passive	TraitNodeEntry	false	0	Rotational	class		81617	102606	1				
Paladin	Holy	65	Improved Cleanse	393024	talent-passive	TraitNodeEntry	false	0	Rotational	class		81508	102477	1				
Paladin	Holy	65	Inflorescence of the Sunwell	392907	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81591	102577	1				
Paladin	Holy	65	Infusion of Light	53576	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81569	102550	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Inspired Guard	469439	talent-passive	TraitNodeEntry	false	0	Rotational	class		103864	128260	1				
Paladin	Holy	65	Laying Down Arms	432866	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95236	117885	1				
Paladin	Holy	65	Lead the Charge	469780	talent-passive	TraitNodeEntry	false	0	Rotational	class		103867	128263	1				
Paladin	Holy	65	Liberation	461287	talent-passive	TraitNodeEntry	false	0	Rotational	spec		102502	126571	1				
Paladin	Holy	65	Light of the Martyr	447985	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81561	102540	1				
Paladin	Holy	65	Light's Conviction	414073	talent-passive	TraitNodeEntry	false	0	Rotational	spec		93927	116376	1				
Paladin	Holy	65	Light's Countenance	469325	talent-passive	TraitNodeEntry	false	0	Rotational	class		103854	128247	1				
Paladin	Holy	65	Light's Protection	461243	talent-passive	TraitNodeEntry	false	0	Rotational	spec		93522	115874	1				
Paladin	Holy	65	Light's Revocation	146956	talent-passive	TraitNodeEntry	false	0	Rotational	class		81608	102596	1				
Paladin	Holy	65	Lightbearer	469416	talent-passive	TraitNodeEntry	false	0	Rotational	class		103861	128257	1				
Paladin	Holy	65	Lightforged Blessing	406468	talent-passive	TraitNodeEntry	false	0	Rotational	class		103852	128242	1			talent-passive:TraitNodeEntry	
Paladin	Holy	65	Lingering Radiance	431407	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95071	117779	1				
Paladin	Holy	65	Luminosity	431402	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95080	117677	1				
Paladin	Holy	65	Masterwork	1271387	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	109742	136000	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Moment of Compassion	387786	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81571	102553	1				
Paladin	Holy	65	Morning Star	431482	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95073	117670	1				
Paladin	Holy	65	Obduracy	385427	talent-passive	TraitNodeEntry	false	0	Rotational	class		81630	102622	2				
Paladin	Holy	65	Overflowing Light	461244	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81556	102535	1				
Paladin	Holy	65	Pillars of Light	1232616	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81579	102563	1				
Paladin	Holy	65	Protection of Tyr	200430	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81566	102546	1				
Paladin	Holy	65	Quickened Invocation	379391	talent-passive	TraitNodeEntry	false	0	Rotational	class		93180	115465	1				
Paladin	Holy	65	Reclamation	415364	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81558	102537	1				
Paladin	Holy	65	Recompense	384914	talent-passive	TraitNodeEntry	false	0	Rotational	class		81607	102594	1				
Paladin	Holy	65	Reflection of Radiance	1271466	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95238	117887	1				
Paladin	Holy	65	Resounding Strike	1271553	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	109744	136002	1				
Paladin	Holy	65	Resplendent Light	392902	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81571	102552	1				
Paladin	Holy	65	Righteous Judgment	414113	talent-passive	TraitNodeEntry	false	0	Rotational	spec		93523	115875	1				
Paladin	Holy	65	Righteous Protection	469321	talent-passive	TraitNodeEntry	false	0	Rotational	class		103865	128248	1				
Paladin	Holy	65	Ringing of the Heavens	1241542	talent-passive	TraitNodeEntry	false	0	Rotational	spec		108099	133479	1				
Paladin	Holy	65	Rising Sunlight	1277651	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81595	102581	1				
Paladin	Holy	65	Sacred Strength	469337	talent-passive	TraitNodeEntry	false	0	Rotational	class		93191	115489	1				
Paladin	Holy	65	Sacrifice of the Just	384820	talent-passive	TraitNodeEntry	false	0	Rotational	class		81607	102595	1				
Paladin	Holy	65	Sanctified Plates	402964	talent-passive	TraitNodeEntry	false	0	Rotational	class		93009	115034	2				
Paladin	Holy	65	Sanctified Wrath	53376	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81592	102578	1				
Paladin	Holy	65	Saved by the Light	157047	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81574	102557	1				
Paladin	Holy	65	Seal of Might	385450	talent-passive	TraitNodeEntry	false	0	Rotational	class		81621	102612	2				
Paladin	Holy	65	Second Sunrise	431474	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95086	117683	1				
Paladin	Holy	65	Seek Deliverance	1271016	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81594	102580	1				
Paladin	Holy	65	Selfless Healer	469434	talent-passive	TraitNodeEntry	false	0	Rotational	class		103856	128309	1				
Paladin	Holy	65	Seraphic Barrier	1241714	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81593	102579	1				
Paladin	Holy	65	Shared Resolve	432821	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95237	117886	1				
Paladin	Holy	65	Shining Righteousness	414443	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81562	102541	1				
Paladin	Holy	65	Solar Grace	431404	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	109750	136008	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Solidarity	432802	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95228	117873	1				
Paladin	Holy	65	Stand Against Evil	469317	talent-passive	TraitNodeEntry	false	0	Rotational	class		103855	128249	1				
Paladin	Holy	65	Steed of Liberty	469304	talent-passive	TraitNodeEntry	false	0	Rotational	class		81631	102624	1				
Paladin	Holy	65	Stoicism	469316	talent-passive	TraitNodeEntry	false	0	Rotational	class		103862	128258	1				
Paladin	Holy	65	Sun Sear	431413	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95072	117669	1				
Paladin	Holy	65	Sun's Avatar	431425	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95105	117702	1				
Paladin	Holy	65	Tempered in Battle	469701	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95232	117878	1				
Paladin	Holy	65	Tirion's Devotion	414720	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81573	102556	1				
Paladin	Holy	65	Truth Prevails	461273	talent-passive	TraitNodeEntry	false	0	Rotational	spec		108034	133407	1				
Paladin	Holy	65	Unbound Freedom	305394	talent-passive	TraitNodeEntry	false	0	Rotational	class		93520	131438	1				
Paladin	Holy	65	Unbreakable Spirit	114154	talent-passive	TraitNodeEntry	false	0	Rotational	class		81615	102603	1				
Paladin	Holy	65	Unending Light	1271221	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81575	102558	1				
Paladin	Holy	65	Unwavering Spirit	392911	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81566	102547	1				
Paladin	Holy	65	Valiance	432919	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Lightsmith	95229	117874	1				
Paladin	Holy	65	Veneration	392938	talent-passive	TraitNodeEntry	false	0	Rotational	spec		81581	102565	1				
Paladin	Holy	65	Vengeful Wrath	1241958	talent-passive	TraitNodeEntry	false	0	Rotational	class		103851	128241	2				
Paladin	Holy	65	Walk Into Light	1263782	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95094	117691	1				
Paladin	Holy	65	Will of the Dawn	431406	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Herald of the Sun	95098	117777	1	Buff		cdm-only:CooldownSetSpell	
Paladin	Holy	65	Worthy Sacrifice	469279	talent-passive	TraitNodeEntry	false	0	Rotational	class		103865	128261	1				
Paladin	Holy	65	Wrench Evil	460720	talent-passive	TraitNodeEntry	false	0	Rotational	class		103855	128250	1				
Paladin	Holy	65	Holy Bulwark	432459	cdm-only	CooldownSetSpell	true	0	Rotational						Essential	Rotational 8		
Paladin	Holy	65	Holy Paladin	137029	cdm-only	CooldownSetSpell	false	0	Rotational						Buff			
