class	spec	spec_id	name	spell_id	origin	source	castable	cooldown	band	tree	hero_tree	node_id	entry_id	max_ranks	blizz_category	seed_bucket	also_from	aliases
Death Knight	Frost	251	Death Grip	49576	class-baseline	SkillLineAbility:796	true	1	Rotational						Utility	Class 1 (Movement)	cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Death's Advance	48265	class-baseline	SkillLineAbility:796	true	1	Rotational						Buff/Utility	Movement Ability	cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Blood Plague	55078	class-baseline	SkillLineAbility:796	true	0	Rotational									
Death Knight	Frost	251	Chains of Ice	45524	class-baseline	SkillLineAbility:796	true	0	Rotational						Buff	Slow	cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Death Coil	47541	class-baseline	SkillLineAbility:796	true	0	Rotational							Self-Heal 3 (Overflow)		
Death Knight	Frost	251	Death and Decay	52212	class-baseline	SkillLineAbility:796	true	0	Rotational							Class 2 (CC)		
Death Knight	Frost	251	Frost Breath	190780	class-baseline	SkillLineAbility:796	true	0	Rotational									
Death Knight	Frost	251	Frost Fever	55095	class-baseline	SkillLineAbility:796	true	0	Rotational									
Death Knight	Frost	251	Glacial Advance	194913	class-baseline	SpecializationSpells	true	0	Rotational						Essential	Rotational 5	cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Path of Frost	3714	class-baseline	SkillLineAbility:796	true	0	Rotational							Class 6 (Dispel)		
Death Knight	Frost	251	Rune Strike	316239	class-baseline	SkillLineAbility:796	true	0	Rotational									
Death Knight	Frost	251	Rune of Razorice	53343	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Rune of Sanguination	326805	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Rune of Spellwarding	326855	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Rune of Unending Thirst	326977	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Rune of the Apocalypse	327082	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Rune of the Fallen Crusader	53344	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Rune of the Stoneskin Gargoyle	62158	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Runeforging	53428	class-baseline	SkillLineAbility:960 (secondary)	true	0	Rotational									
Death Knight	Frost	251	Single-Button Assistant	1229376	class-baseline	SpecializationSpells	true	0	Rotational									
Death Knight	Frost	251	Strangulate	47476	pvp-talent	PvpTalent	true	45	Cooldown									
Death Knight	Frost	251	Dark Simulacrum	77606	pvp-talent	PvpTalent	true	20	Rotational							PvP		
Death Knight	Frost	251	Bitter Chill	356470	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Bloodforged Armor	410301	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Death's Cold Embrace	1218603	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Deathchill	204080	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Delirium	233396	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Rot and Wither	202727	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Shroud of Winter	199719	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	Spellwarden	410320	pvp-talent	PvpTalent	false	0	Rotational									
Death Knight	Frost	251	A Feast of Souls	444072	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95042	123411	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Anti-Magic Barrier	205727	talent-passive	TraitNodeEntry	false	0	Rotational	class		76046	96174	1				
Death Knight	Frost	251	Apocalypse Now	444040	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95041	117638	1				
Death Knight	Frost	251	Arctic Assault	456230	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76118	96248	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Assimilation	374383	talent-passive	TraitNodeEntry	false	0	Rotational	class		76048	96176	1				
Death Knight	Frost	251	Avalanche	207142	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76105	96235	1				
Death Knight	Frost	251	Bind in Darkness	440031	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95043	117640	1				
Death Knight	Frost	251	Biting Cold	377056	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76112	96242	1				
Death Knight	Frost	251	Blood Bond	1267028	talent-passive	TraitNodeEntry	false	0	Rotational	class		76060	96189	1				
Death Knight	Frost	251	Blood Draw	374598	talent-passive	TraitNodeEntry	false	0	Rotational	class		76056	96184	1				
Death Knight	Frost	251	Blood Scent	374030	talent-passive	TraitNodeEntry	false	0	Rotational	class		76078	96207	1				
Death Knight	Frost	251	Bonegrinder	377098	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76122	96253	2	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Brittle	374504	talent-passive	TraitNodeEntry	false	0	Rotational	class		76061	96190	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Chosen of Frostbrood	1265632	talent-passive	TraitNodeEntry	false	0	Rotational	spec		110400	136968	1	Buff		talent-passive:TraitNodeEntry;cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Cleaving Strikes	316916	talent-passive	TraitNodeEntry	false	0	Rotational	class		76073	96202	1				
Death Knight	Frost	251	Coldthirst	378848	talent-passive	TraitNodeEntry	false	0	Rotational	class		76083	96212	1				
Death Knight	Frost	251	Cryogenic Chamber	456237	talent-passive	TraitNodeEntry	false	0	Rotational	spec		106790	131618	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Dark Talons	436687	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95057	117654	1				
Death Knight	Frost	251	Death Charge	444010	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95060	123412	1				
Death Knight	Frost	251	Death Defiance	1266818	talent-passive	TraitNodeEntry	false	0	Rotational	class		110031	136525	1				
Death Knight	Frost	251	Death Notes	1266819	talent-passive	TraitNodeEntry	false	0	Rotational	class		110030	136524	1				
Death Knight	Frost	251	Death's Echo	356367	talent-passive	TraitNodeEntry	false	0	Rotational	class		102007	126015	1				
Death Knight	Frost	251	Death's Messenger	437122	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95049	117646	1				
Death Knight	Frost	251	Death's Reach	276079	talent-passive	TraitNodeEntry	false	0	Rotational	class		76064	136526	1				
Death Knight	Frost	251	Deathly Blows	1265932	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	109734	135992	1				
Death Knight	Frost	251	Echoing Fury	1265855	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	109733	135991	1				
Death Knight	Frost	251	Enduring Strength	377190	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101930	125875	1				
Death Knight	Frost	251	Enfeeble	392566	talent-passive	TraitNodeEntry	false	0	Rotational	class		110029	136523	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Everfrost	376938	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76099	96229	1				
Death Knight	Frost	251	Expelling Shield	439948	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95049	128234	1				
Death Knight	Frost	251	Exterminate	441378	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95068	117665	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Frigid Executioner	377073	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76092	96221	1				
Death Knight	Frost	251	Frigid Resolve	1265859	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	109735	135993	1				
Death Knight	Frost	251	Frostbane	455993	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76094	96223	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Frostbound Will	1238680	talent-passive	TraitNodeEntry	false	0	Rotational	spec		109258	133362	1				
Death Knight	Frost	251	Frostreaper	1230301	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76098	96228	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Frozen Dominion	377226	talent-passive	TraitNodeEntry	false	0	Rotational	spec		102009	126017	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Fury of the Horsemen	444069	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95042	117639	1				
Death Knight	Frost	251	Gathering Storm	194912	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76110	96240	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Gloom Ward	391571	talent-passive	TraitNodeEntry	false	0	Rotational	class		76052	96180	2				
Death Knight	Frost	251	Grim Reaper	434905	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95034	117631	1				
Death Knight	Frost	251	Grip of the Dead	273952	talent-passive	TraitNodeEntry	false	0	Rotational	class		76057	96186	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Horsemen's Aid	444074	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95037	117634	1				
Death Knight	Frost	251	Howling Blades	1230223	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76037	96165	1				
Death Knight	Frost	251	Hungering Thirst	444037	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95044	117641	1				
Death Knight	Frost	251	Hyperpyrexia	456238	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76108	96238	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Ice Prison	454786	talent-passive	TraitNodeEntry	false	0	Rotational	class		76086	96215	1	Utility		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Icebreaker	392950	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76033	96161	2				
Death Knight	Frost	251	Icy Death Torrent	435010	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101933	125878	1				
Death Knight	Frost	251	Icy Onslaught	1230272	talent-passive	TraitNodeEntry	false	0	Rotational	spec		106791	131619	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Icy Talons	194878	talent-passive	TraitNodeEntry	false	0	Rotational	class		76085	96214	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Improved Death Strike	374277	talent-passive	TraitNodeEntry	false	0	Rotational	class		76067	96196	1				
Death Knight	Frost	251	Inexorable Assault	253593	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76100	96230	1				
Death Knight	Frost	251	Insidious Chill	391566	talent-passive	TraitNodeEntry	false	0	Rotational	class		76051	96179	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Killing Machine	51128	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76117	96247	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Killing Streak	1230153	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76123	96254	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Let Terror Reign	1265949	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	109740	135998	1				
Death Knight	Frost	251	March of Darkness	391546	talent-passive	TraitNodeEntry	false	0	Rotational	class		76074	96203	1				
Death Knight	Frost	251	Mawsworn Menace	444099	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95054	117651	1				
Death Knight	Frost	251	Mograine's Might	444047	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95067	117664	1				
Death Knight	Frost	251	Murderous Efficiency	207061	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76121	96252	1				
Death Knight	Frost	251	Nazgrim's Conquest	444052	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95059	117656	1				
Death Knight	Frost	251	Northwinds	1230284	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76109	96239	1				
Death Knight	Frost	251	Null Magic	454842	talent-passive	TraitNodeEntry	false	0	Rotational	class		102008	126016	1				
Death Knight	Frost	251	Obliteration	281238	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76091	96220	1				
Death Knight	Frost	251	On a Paler Horse	444008	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95060	117657	1				
Death Knight	Frost	251	Osmosis	454835	talent-passive	TraitNodeEntry	false	0	Rotational	class		76088	96217	1				
Death Knight	Frost	251	Pact of the Apocalypse	444083	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95037	123410	1				
Death Knight	Frost	251	Pact of the Deathbringer	440476	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95035	117632	1				
Death Knight	Frost	251	Permafrost	207200	talent-passive	TraitNodeEntry	false	0	Rotational	class		76066	96195	1				
Death Knight	Frost	251	Proliferating Chill	373930	talent-passive	TraitNodeEntry	false	0	Rotational	class		101708	125606	1				
Death Knight	Frost	251	Rage of the Frozen Champion	377076	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101931	125876	1				
Death Knight	Frost	251	Reaper's Onslaught	469870	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95057	128266	1				
Death Knight	Frost	251	Ride or Die!	1265959	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	109741	135999	1				
Death Knight	Frost	251	Rider's Champion	444005	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95066	117663	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Rune Carved Plates	440282	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95035	123420	1				
Death Knight	Frost	251	Rune Mastery	374574	talent-passive	TraitNodeEntry	false	0	Rotational	class		76079	96208	2	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Runic Attenuation	207104	talent-passive	TraitNodeEntry	false	0	Rotational	class		76045	96173	1				
Death Knight	Frost	251	Runic Command	376251	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76102	96232	2				
Death Knight	Frost	251	Runic Overflow	316803	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76103	96233	2				
Death Knight	Frost	251	Runic Protection	454788	talent-passive	TraitNodeEntry	false	0	Rotational	class		76055	96183	1				
Death Knight	Frost	251	Shattering Blade	207057	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76095	96224	1				
Death Knight	Frost	251	Smothering Offense	435005	talent-passive	TraitNodeEntry	false	0	Rotational	spec		76101	96231	1				
Death Knight	Frost	251	Soul Rupture	437161	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95061	117658	1				
Death Knight	Frost	251	Subduing Grasp	454822	talent-passive	TraitNodeEntry	false	0	Rotational	class		76080	96209	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Suppression	374049	talent-passive	TraitNodeEntry	false	0	Rotational	class		76087	96216	1				
Death Knight	Frost	251	Swift and Painful	443560	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95032	117629	1				
Death Knight	Frost	251	The Long Winter	456240	talent-passive	TraitNodeEntry	false	0	Rotational	spec		101932	125877	1				
Death Knight	Frost	251	Trollbane's Icy Fury	444097	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95063	117660	1				
Death Knight	Frost	251	Unholy Armaments	1265971	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	109739	135997	1				
Death Knight	Frost	251	Unholy Bond	374261	talent-passive	TraitNodeEntry	false	0	Rotational	class		76076	96205	1				
Death Knight	Frost	251	Unholy Endurance	389682	talent-passive	TraitNodeEntry	false	0	Rotational	class		76058	96187	1				
Death Knight	Frost	251	Unholy Momentum	374265	talent-passive	TraitNodeEntry	false	0	Rotational	class		76069	96198	2				
Death Knight	Frost	251	Unyielding Will	457574	talent-passive	TraitNodeEntry	false	0	Rotational	class		76050	96178	1				
Death Knight	Frost	251	Vestigial Shell	454851	talent-passive	TraitNodeEntry	false	0	Rotational	class		76053	96181	1				
Death Knight	Frost	251	Veteran of the Third War	48263	talent-passive	TraitNodeEntry	false	0	Rotational	class		76068	96197	1				
Death Knight	Frost	251	Wave of Souls	439851	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95036	117633	1	Buff		cdm-only:CooldownSetSpell	
Death Knight	Frost	251	Whitemane's Famine	444033	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Rider of the Apocalypse	95047	117644	1				
Death Knight	Frost	251	Will of the Necropolis	206967	talent-passive	TraitNodeEntry	false	0	Rotational	class		76054	96182	2				
Death Knight	Frost	251	Wither Away	441894	talent-passive	TraitNodeEntry	false	0	Rotational	hero	Deathbringer	95058	117655	1				
Death Knight	Frost	251	Dark Succor	178819	cdm-only	CooldownSetSpell	false	0	Rotational						Buff			
Death Knight	Frost	251	Death Knight Frost 12.0 Class Set 2pc	1264801	cdm-only	CooldownSetSpell	false	0	Rotational						Buff			
Death Knight	Frost	251	Frost Death Knight	137006	cdm-only	CooldownSetSpell	false	0	Rotational						Buff			
Death Knight	Frost	251	Rime	59057	cdm-only	CooldownSetSpell	false	0	Rotational						Buff			
